,id,name,year,url,image,datePublished,genre,language,duration,description,ratingCount,bestRating,worstRating,ratingValue,directorMaxEffect,actorMaxEffect,writerMaxEffect,directorSumEffect,actorSumEffect,writerSumEffect
58,10569133,半夜不要照镜子,2012,/subject/10569133/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1568062440.webp,2012-06-14,"['悬疑', '惊悚']", 汉语普通话,PT1H28M,正是军阀混战时期，飞烟（李曼筠 饰）、江桓（关智斌 饰）、陈少锦（张钧涵 饰）、含玉（及莉 饰）、野妹（徐汶萱 饰）等五个青年男女辗转来到荒凉破败、阴森寥落的巫镇。城中死气沉沉，全无半点生机。这一行人...,3423,10,2,3.6,46,1197,46,46,1768,46
59,10573572,狐仙,2012,/subject/10573572/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2522015220.jpg,2012-04-16,"['爱情', '奇幻', '恐怖', '古装']", 汉语普通话,PT1H41M,影片是根据《聊斋》中的“婴宁”故事所改编，讲述心地善良的狐仙婴宁与前来灭妖的县文书王子服之间的爱情故事，婴宁被王子服影响欲放弃妖性学习做人，最后为保护王子服殉情而死。,179,10,2,5.0,117,898,476,117,2306,483
60,10573597,中国功夫,2010,/subject/10573597/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2325959423.jpg,,['动作'], 汉语普通话,PT1H32M,河南登封市一所普通武校的教练高健（吴樾 Yue Wu 饰）临危受命教授一批到中国学习功夫的留学生，在上课的过程中，高健要面临东西方文化差异带来的各种冲突，还要弥合与父亲，武校校长高凤山的长久隔阂，同时...,186,10,2,3.7,1990,1990,1990,1990,4377,1990
61,10573695,太极2：英雄崛起,2012,/subject/10573695/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1743944910.jpg,2012-10-25,"['喜剧', '动作', '奇幻', '武侠', '古装']", 汉语普通话,PT1H43M,在帮助陈家沟成功阻击特洛伊后，痴痴傻傻地杨露禅（袁晓超 饰）和陈玉娘（杨颖 饰）喜结连理。可就在大喜的日子里，陈家大哥栽秧（冯绍峰 饰）携妻子允儿（谢欣颖 饰）回到家中。家人团聚，自是一番旧情重叙，独...,62744,10,2,5.9,3131,31302,2816,3131,126664,3315
62,10574468,北京遇上西雅图,2013,/subject/10574468/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1878328589.jpg,2013-03-21,"['喜剧', '爱情']", 汉语普通话 / 英语 / 闽南语,PT2H3M,"“败金女”文佳佳（汤唯 饰）曾经是美食杂志编辑，对爱情充满了像电影《西雅图夜未眠》一样的浪漫幻想。而在现实中，为了给自己的孩子一个“美利坚公民”的身份，她不远万里只身来到西雅图的月子中心待产生子。
在...",558890,10,2,7.3,1754,40935,1754,1754,62224,3525
63,10574621,李可乐寻人记,2013,/subject/10574621/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2168345843.webp,2014-02-21,"['喜剧', '爱情']", 汉语普通话,PT1H32M,李可乐（喻恩泰 饰）和四个大学里不靠谱死党成立了“灯火寻人”公司，但业绩惨淡。他借房东刘熊猫（高亚麟 饰）的奔驰撑场面去接空姐女友青青（王澜霏 饰），却因没买到女友想要的限量名牌包而被甩。当他终于换回...,11469,10,2,5.9,20,24145,242,20,30515,249
64,10574622,人再囧途之泰囧,2012,/subject/10574622/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1793720172.jpg,2012-12-12,['喜剧'], 汉语普通话 / 英语 / 泰语,PT1H45M,商业成功人士徐朗（徐峥 饰）用了五年时间发明了一种叫“油霸”的神奇产品——每次汽车加油只需加到三分之二，再滴入2滴“油霸”，油箱的汽油就会变成满满一箱。徐朗的同学，兼商业竞争对手高博（黄渤 饰）想把这...,732105,10,2,7.5,18331,35619,18331,18331,84202,18533
65,10581450,我爱灰太狼,2012,/subject/10581450/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1643819694.jpg,2012-08-10,"['喜剧', '动画', '冒险']", 汉语普通话,PT1H31M,阳光明媚的日子里，青青草原上灰太狼（张琳 配音）和喜羊羊（祖丽晴 配音）他们围绕被抓获的懒羊羊（梁颖 配音）又你来我往展开斗智斗勇的对决。正在关键时刻，狼堡发生剧烈震动，接着莫名其妙便被传送到了人类世...,4372,10,2,4.4,10,157,11,10,454,11
66,10583296,我是大熊猫,2012,/subject/10583296/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1524094437.jpg,2012-04-28,"['动画', '冒险']", 汉语普通话,PT1H26M,遥远的高原地区大森林中，熊猫家族过着无忧无虑的生活。在熊猫家园里有一只小熊猫哈比和妈妈同时也生活在此，但是哈比（刘纯燕 配音）浑身雪白，它是一只小白熊一直被同类视为异类，于是小熊猫一直想离开熊猫乐园，...,285,10,2,2.9,5,123,16,5,234,16
67,10583637,白云山传奇,2012,/subject/10583637/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2458124396.jpg,,"['剧情', '动作', '古装']", 汉语普通话,PT1H31M,民国初年，四个江洋大盗劫得白云山道观的镇观之宝—乌龙壁。为了分赃，他们来到乌龙镇找赌王毛开源主持一场赌局，胜者得玉。 消息传出，刀客莫俊风、神偷崔妙手、恶客燕子飞等，各路豪杰纷纷来到乌龙镇，他们都企图...,112,10,2,2.8,9,117,0,9,133,0
68,10583834,酒是故乡浓,2012,/subject/10583834/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2160696243.jpg,,['剧情'], 汉语普通话,PT1H25M,潘华凤受邀至台湾参加研讨会，她此行除了研讨会外，还要与失散多年住在台湾的哥哥潘华锦见面，兄妹俩六十年没见，哥哥盛情款待她以及她的女儿迎晨，这让潘华凤倍感温馨。 其实哥哥华锦有个大秘密，他真实身分其实并...,125,10,2,7.4,109,201,13,109,201,13
69,10583840,老哨卡,2012,/subject/10583840/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2190901411.jpg,2014-07-09,"['剧情', '战争']", 汉语普通话 / 俄语,PT1H38M,影片从描述一个小战士阿尔斯楞的成长经历折射出当年中苏两国虽然交恶，但两国人民之间的友谊却从没有中断过。忠于祖国，保卫祖国是士兵的天职；但士兵都是人，人的本性告诉我们在遇到来自共同的威胁时，鼎力相助是义...,327,10,2,7.9,662,171,9,665,220,9
70,10583850,洛阳水席,2012,/subject/10583850/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2375550207.jpg,2012-07-03,['剧情'], 汉语普通话,PT1H31M,影片以洛阳真不同饭店一名毕生都在寻找洛阳水席真谛的老厨师为主人公，讲述了发生在他身边的家庭变故、子女婚姻、师徒理念，以及他最终成功挖掘并恢复洛阳水席这一大唐盛宴的曲折故事，阐释出洛阳水席的真谛——家庭...,108,10,2,5.0,15,214,15,15,355,15
71,10583863,三月情流感,2013,/subject/10583863/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1859331768.jpg,2013-03-01,"['喜剧', '爱情']", 汉语普通话,PT1H30M,形态各异的都市情感症候人群常陷于不同的情感病症中，或精神萎靡，或歇斯底里，或纠结不堪；四位不同来路，形态各异的爱情重病患者汇集在“情流感中心”寻医问诊。治疗他们的是麻辣情医江湖（金士杰 饰），他自创了...,3238,10,2,3.5,20,10103,10,20,11071,13
72,10583887,雨中的树,2012,/subject/10583887/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1680376735.jpg,2012-09-19,['剧情'], 汉语普通话,PT1H46M,暑假即将结束，十七岁的李东阳（王成阳 饰）却因为对父亲李林森（王志飞 饰）的一句承诺，不顾母亲（丁柳元 饰）的反对，毅然踏上了追寻父亲的足迹之路。那些父亲曾经走过的路，那些父亲曾经生活、工作过的地方，...,1508,10,2,5.7,319,6373,1494,319,14134,1494
73,10583890,八卦宗师,2012,/subject/10583890/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1753393174.jpg,2012-11-16,"['动作', '武侠', '古装']", 汉语普通话,PT1H50M,明末清初，河北文安县的董海川（谢苗 饰）随其叔董宪周学得一身好武功，自幼以武勇名于乡里，爱锄强扶弱，行侠仗义，弱冠年之后游历名川大山，访名师拜高人，博学天下武林绝学。后于九华山，得高人碧云道长传艺，期...,1225,10,2,2.9,2,1052,1,2,2682,1
74,10583893,云之锦,2012,/subject/10583893/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1650224305.jpg,2012-08-22,['剧情'], 汉语普通话,PT1H33M,"公元十三世纪，成吉思汗铁蹄西征。中亚小城扎墨脱，战火中出现了一个身怀绝技、身披华丽锦袍的神秘女俘—纳石失（张璇 饰）。这一锦袍不仅仅是工艺绝伦，还加持着一个城邦兴衰的古老咒语。
一队蒙古勇士奉大汗之命...",738,10,2,6.0,724,2420,24,724,5885,24
75,10586620,浮城大亨 浮城,2012,/subject/10586620/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2210662696.jpg,2012-05-18,['剧情'], 汉语普通话 / 粤语,PT1H44M,90年代，东印度公司首席大班布华泉（郭富城 饰）年仅40岁，已经功成名就，经常出入上流社会。工作上，老板很赏识他的才干。不过在生活上，他却面临两个女人的感情纠结：一个是妻子阿娣（杨采妮 饰），另一个是...,24444,10,2,7.5,1304,8482,1304,1304,29437,1305
76,10590080,生死罗布泊,2012,/subject/10590080/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1526427191.jpg,2012-05-22,['剧情'], 汉语普通话,PT1H30M,影片《生死罗布泊》讲述了70年代末，一支由八人组成的地址科考队进入罗布泊，为国家寻找钾盐的故事。因为钾盐为国家的稀缺战略资源，所以地质队员们都以找到钾盐为己任。在经过勘察后，地质队员们把目标锁定在被称...,1383,10,2,7.7,23,1094,6,23,1276,7
77,10594920,目击者,2012,/subject/10594920/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1775838161.jpg,2012-11-20,"['剧情', '动作', '悬疑', '惊悚']", 汉语普通话,PT1H34M,老宋（高捷 饰）是一家小饭馆的小老板，因为欠了高利贷四处筹钱，某日他约了卖保险的朋友阿康在码头旁的一家小酒馆喝酒，想跟阿康借钱。一顿酒喝下来不仅没借到钱，老宋去后巷的厕所时还目击到了一场车祸。情急之下...,482,10,2,5.8,68,2631,2,68,3589,2
78,10594958,爱情不NG,2013,/subject/10594958/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1852163134.jpg,2013-02-10,"['喜剧', '爱情']", 汉语普通话,PT1H40M,风头正劲的影帝郑直（信 饰）受邀出演电影《小城往事》的男主演，与急速走红的女星苏妮娜（钟欣桐 饰）上演一段小龙套追求白富美的爱情故事。在参演过程中，早已过惯大明星生活的郑直，对穷小子生活的把握和表现始...,4419,10,2,5.1,1009,43014,8,1009,62463,8
79,10594977,爱情天梯,2011,/subject/10594977/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2869672372.jpg,,"['剧情', '爱情']", 汉语普通话,PT1H33M,本片根据真实故事改编。2001年秋，一对户外旅行人员在人迹罕至的深山老林中发现了两位老人，他们竟是四十多年前从村中失踪的石山（王诗槐 饰）和红姑（谢兰 饰）。如今的他们仿佛生活在刀耕火种的原始社会，住...,784,10,2,7.5,2,564,1,2,717,1
80,10599677,浪漫邂逅,2011,/subject/10599677/,https://img3.doubanio.com/f/movie/30c6263b6db26d055cbbe73fe653e29014142ea3/pics/movie/movie_default_large.png,,"['喜剧', '爱情']",,,广州姑娘查小娅飞赴上海，寻找在商场上消失的男友。小娅包租了在机场等活的王森的出租车。王森是个复员军人，他拉着小娅满上海转悠的时候，在虹桥宾馆巧遇战友杨威。杨威在宾馆保安部工作，向王森透露查小娅的男友欠...,89,10,2,5.2,8,22,1,8,24,1
81,10599835,地域无门,2012,/subject/10599835/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1540458097.webp,2012-05-16,"['犯罪', '悬疑', '惊悚']", 汉语普通话,PT1H23M,"刚刚硕士毕业的夏梦（陈紫函 饰）跟新婚丈夫常在（立威廉 饰）去泰国旅游，途中听说金沙谷很漂亮，身为记者的常在决定带着夏梦来一趟浪漫之旅。
在前往金沙谷的途中，夏梦看见了一张刀疤脸，受到惊吓，更莫名其妙...",1248,10,2,2.6,22,2548,8,22,5671,8
82,10600271,圣诞玫瑰,2013,/subject/10600271/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1962923729.jpg,2013-05-24,"['剧情', '悬疑', '犯罪']", 汉语普通话 / 粤语,PT1H32M,律师陈志天（郭富城 饰）为了追求心中的良知而成为了一名检控官，他接手的第一个案件是一起性侵案：下肢残疾的钢琴女教师李静（桂纶镁 饰）声称在做身体检查的时候遭到了医生周文瑄（张震 饰）的性侵，而李静同时...,35320,10,2,6.1,8482,61805,8482,8482,151651,8502
83,10604087,控制,2013,/subject/10604087/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2157764915.jpg,2013-11-22,"['动作', '科幻', '犯罪', '悬疑']", 汉语普通话 / 粤语,PT1H32M,阴霾冰冷、罪恶横生的现代化都市，勤奋努力的保险业务员马克（吴彦祖 饰）多年来都和精神分裂的母亲（惠英红 饰）相依为命。为了帮母亲搬入最好的养老院，马克努力赚钱，甚至不惜作伪证保护自己的地位。然而一失足...,25178,10,2,5.8,118,30603,118,118,68132,118
84,10604486,不二神探,2013,/subject/10604486/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2006870496.jpg,2013-06-21,"['喜剧', '动作', '犯罪']", 汉语普通话 / 粤语 / 英语,PT1H38M,短短几天内，电影明星、舞蹈演员、跳水冠军，三个没有任何关联的知名人士面带微笑意外死亡，在社会上引起不小的轰动。与此同时，擅长搞怪耍宝的热血青年警察王不二（文章 饰）与深藏不露的警队老油条黄飞红（李连杰...,149860,10,2,4.8,48,17961,215,48,122349,215
85,10604851,恶战 惡戰,2014,/subject/10604851/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2163966572.jpg,2014-01-10,"['剧情', '动作']", 汉语普通话 / 粤语 / 日语,PT1H35M,上海滩十里洋场，是无数人追梦的乐园……天生神力的青年马永贞（伍允龙 饰）从家乡来到上海谋生，在当时占有上海一半势力范围的老帮派斧头帮治下谋得一份苦工，岂料因同伴窃取斧头帮的鸦片，在后者发难之际与同住贫...,8698,10,2,6.4,311,4293,8403,311,16120,8403
86,10604892,四大名捕2,2013,/subject/10604892/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2158164038.jpg,2013-12-06,"['动作', '悬疑', '奇幻', '武侠', '古装']", 汉语普通话,PT1H58M,"多事的追命（郑中基 饰）、铁手（邹兆龙 饰）耍花招，撮合冷血（邓超 饰）、无情（刘亦菲 饰）这对小情人，神侯府上下正其乐融融，空气却传来浓烈的血腥味道，三里之外的城郊老宅，杀人凶案正在发生！
四大名捕...",71430,10,2,5.2,1586,32345,1586,1686,112068,2021
87,10604893,四大名捕大结局,2014,/subject/10604893/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2194662832.jpg,2014-08-22,"['动作', '爱情', '悬疑', '武侠', '古装']", 汉语普通话 / 粤语,PT1H47M,杀害捕神的女杀手在姬摇花（江一燕 饰）的协助下， 利用易容术从六扇门的大牢中逃脱。宋徽宗（苏有朋 饰）为此震怒不已，命令六扇门尽快将其捉拿归案。冷血（邓超 饰）无法坐视不管，执意回到六扇门追查真相，在...,57103,10,2,5.1,1586,32345,1586,1686,105375,2021
88,10605577,我最好的朋友江竹筠,2012,/subject/10605577/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2375688880.jpg,2012-05-28,['剧情'], 汉语普通话,,"2011年5月2日，在原北京外文书店党总支书记何理立、原文化部副部长仲秋元夫妇的寓所里，年过九旬的何理立、仲秋元夫妇面对镜头，回忆起他们共同的、最好的朋友江竹筠的往事……
1933年重庆某孤儿院小学里...",103,10,2,7.3,40,608,40,40,805,40
